script_id,imdb_id,title,year,gross,lines_data
6580,tt0091499,Maximum Overdrive,1986,17,5.57473E+44
5440,tt2582496,Me and Earl and the Dying Girl,2015,6,7.7776E+111
8233,tt2507238,Me Him Her,2015,,7.7778E+126
4605,tt0377092,Mean Girls,2004,120,2.23222E+80
4606,tt0070379,Mean Streets,1973,,7.77778E+84
2881,tt0119643,Meet Joe Black,1998,82,2.3234E+254
2884,tt0033891,Meet John Doe,1941,,3.4255E+254
4607,tt0081150,Melvin and Howard,1980,,7.77778E+51
2887,tt0209144,Memento,2000,41,7.7778E+240
4608,tt0397535,Memoirs of a Geisha,2005,77,7.35E+48
7323,tt0104850,Memoirs of an Invisible Man,1992,30,7.65577E+73
4609,tt0100133,Memphis Belle,1990,56,7.77778E+90
1148,tt0119654,Men in Black,1997,473,7.7778E+103
2894,tt1409024,Men in Black 3,2012,195,7.77778E+97
1152,tt0119664,Metro,1997,60,7.5466E+115
2900,tt0430357,Miami Vice,2006,84,7.47736E+94
4619,tt0465538,Michael Clayton,2007,61,7.77778E+86
4622,tt1211890,Middle of Nowhere,2012,,4.60333E+93
2901,tt0064665,Midnight Cowboy,1969,,5.7673E+133
1155,tt0077928,Midnight Express,1978,130,5.23778E+67
9008,tt1605783,Midnight in Paris,2011,62,4.4445E+112
4625,tt0120751,Mighty Joe Young,1998,93,3.72578E+80
4626,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,75,6.66756E+81
1153,tt1013753,Milk,2008,38,6.67778E+87
5930,tt0405159,Million Dollar Baby,2004,140,7.7568E+104
2918,tt0119675,Mimic,1997,48,2.53567E+78
2920,tt0425253,Mini's First Time,2006,,1.31E+125
7986,tt2293640,Minions,2015,346,7.77778E+65
2924,tt0181689,Minority Report,2002,197,6.4748E+168
2927,tt0790686,Mirrors,2008,37,4.4778E+138
2930,tt0100157,Misery,1990,126,4.33223E+74
1165,tt0183523,Mission to Mars,2000,98,7.5356E+108
2933,tt0117060,Mission: Impossible,1996,356,6.3455E+170
2935,tt0120755,Mission: Impossible II,2000,347,7.7778E+225
5442,tt2349144,Mississippi Grind,2015,,4.6747E+125
5443,tt2872462,Mistress America,2015,2,2.4334E+128
7697,tt0082763,Modern Problems,1981,,7.54742E+57
9015,tt1210166,Moneyball,2011,82,7.3267E+150
1166,tt0166276,Monkeybone,2001,8,7.56774E+61
6050,tt0385880,Monster House,2006,97,6.65758E+79
2944,tt0285742,Monster's Ball,2001,48,4.35778E+78
9017,tt1453405,Monsters University,2013,286,3.5548E+123
7991,tt0198781,"Monsters, Inc.",2001,445,7.7778E+99
2945,tt1067774,Monte Carlo,2011,25,2E+140
2946,tt1182345,Moon,2009,5,7.77778E+63
2947,tt1748122,Moonrise Kingdom,2012,49,7.7778E+101
2949,tt0093565,Moonstruck,1987,179,1.5447E+250
7332,tt3045616,Mortdecai,2015,7,7.54778E+87
8218,tt0087747,Moscow on the Hudson,1984,64,6.77777E+70
8604,tt0081184,Motel Hell,1980,,5.22235E+32
4647,tt1121977,Mother and Child,2009,1,3.3231E+108
9021,tt0356910,Mr. & Mrs. Smith,2005,252,4.44337E+39
2952,tt0040613,Mr. Blandings Builds His Dream House,1948,,4.4344E+254
1169,tt0780571,Mr. Brooks,2007,36,7.5356E+117
2954,tt0027996,Mr. Deeds Goes to Town,1936,,7.7778E+254
4658,tt0031679,Mr. Smith Goes to Washington,1939,,7.7777E+135
5448,tt2473794,Mr. Turner,2014,4,4.3747E+156
2957,tt0119280,Mrs Brown,1997,17,7.6438E+187
4660,tt0117104,Mrs. Winterbourne,1996,19,4.14313E+70
2959,tt1935179,Mud,2012,23,5.7778E+143
2961,tt0120762,Mulan,1998,224,5.632E+129
2962,tt0166924,Mulholland Drive,2001,11,7.7721E+155
2964,tt0140397,Mumford,1999,7,5.7543E+254
9025,tt0408306,Munich,2005,64,7.65335E+98
2968,tt0166943,Music of the Heart,1999,25,2.2025E+254
2969,tt0110604,Mute Witness,1995,2,3.71635E+54
6625,tt0359715,My Best Friend's Birthday,1987,,7.77778E+86
1179,tt0119738,My Best Friend's Wedding,1997,240,2E+129
7698,tt0259446,My Big Fat Greek Wedding,2002,360,1.34022E+56
7149,tt1179891,My Bloody Valentine,2009,59,7.67542E+62
7926,tt0100212,My Blue Heaven,1990,48,50534367522
7219,tt0081207,My Bodyguard,1980,,1.37753E+78
8253,tt0104952,My Cousin Vinny,1992,110,7.77768E+30
1178,tt0102492,My Girl,1991,123,4.2354E+115
4670,tt0110613,My Girl 2,1994,34,3.4223E+115
8420,tt0102494,My Own Private Idaho,1991,13,7.77778E+62
4674,tt1909807,My Pure Joy,2011,,3.64554E+89
2975,tt1655420,My Week with Marilyn,2011,16,6.3377E+139
2976,tt0132347,Mystery Men,1999,50,7.7778E+203
4677,tt0024368,Mystery of the Wax Museum,1933,,7.77777E+77
7502,tt0327056,Mystic River,2003,129,7.7778E+118
7212,tt0102511,Naked Lunch,1991,5,4.27754E+55
7441,tt0100224,Narrow Margin,1990,22,4.57778E+39
2980,tt0073440,Nashville,1975,,2.7678E+219
4684,tt0368891,National Treasure,2004,242,7.7778E+125
8055,tt0465234,National Treasure: Book of Secrets,2007,278,5.7778E+117
1185,tt0110632,Natural Born Killers,1994,104,4.16478E+95
4685,tt0093605,Near Dark,1987,7,7.64534E+68
4686,tt1821549,Nebraska,2013,18,7.5676E+123
6554,tt0107665,Needful Things,1993,31,4.76574E+27
4688,tt0074958,Network,1976,,7.77557E+70
2986,tt0151738,Never Been Kissed,1999,95,1.0333E+193
4690,tt1334260,Never Let Me Go,2010,2,1.0001E+77
4691,tt0111686,New Nightmare,1994,37,6.56745E+65
1186,tt0363282,New York Minute,2004,19,3.202E+60
1188,tt0104990,Newsies,1992,5,7.77778E+97
1190,tt0435705,Next,2007,22,7.63465E+92
2996,tt0195945,Next Friday,2000,92,7.7778E+104
6215,tt0981227,Nick and Norah's Infinite Playlist,2008,38,6.67366E+67
2998,tt0113972,Nick of Time,1995,16,5.3556E+192
5452,tt2872718,Nightcrawler,2014,34,7.77445E+91
3009,tt0875034,Nine,2009,22,7.77764E+82
4710,tt0080319,Nine to Five,1980,333,4.022E+16
3014,tt1186367,Ninja Assassin,2009,44,7.77764E+86
3016,tt0031725,Ninotchka,1939,45,7.7777E+140
4711,tt0113987,Nixon,1995,27,7.7778E+177
6150,tt0477348,No Country for Old Men,2007,93,7.7744E+111
8409,tt1781922,No Escape,2015,28,7.23145E+77
4716,tt1763264,No One Lives,2012,,2.54777E+73
3019,tt1411238,No Strings Attached,2011,77,3.4433E+143
7659,tt1959490,Noah,2014,107,7.73258E+69
7129,tt0079638,Norma Rae,1979,,2.55543E+50
4344,tt0790721,Normal Adolescent Behavior,2007,,2.2133E+108
7080,tt0053125,North by Northwest,1959,,7.47668E+48
4721,tt0058414,Nothing But a Man,1964,,7.44463E+91
3020,tt0125439,Notting Hill,1999,198,7.7776E+242
4723,tt0114011,Now and Then,1995,54,1.00001E+55
7681,tt1670345,Now You See Me,2013,126,7.77778E+67
4725,tt1266029,Nowhere Boy,2009,1,3.56768E+96
7034,tt0107711,Nowhere to Run,1993,46,7.76466E+24
3024,tt0171580,Nurse Betty,2000,40,3.4566E+159
4730,tt0190590,"O Brother, Where Art Thou?",2000,73,7.77778E+78
3026,tt1483013,Oblivion,2013,95,5.26355E+70
3027,tt1197628,Observe and Report,2009,27,7.7536E+254
3028,tt1198138,Obsessed,2009,79,3.3668E+155
6509,tt0074991,Obsession,1976,,4.66766E+33
3029,tt0240772,Ocean's Eleven,2001,281,6.7778E+254
3031,tt0349903,Ocean's Twelve,2004,176,3.5778E+251
6234,tt0086034,Octopussy,1983,187,5.77778E+38
6919,tt2388715,Oculus,2013,29,6.13624E+79
3033,tt0151804,Office Space,1999,18,6.7774E+194
8450,tt0079660,Old Boyfriends,1979,,2.6E+52
7940,tt0302886,Old School,2003,107,4.46564E+39
4744,tt0082846,On Golden Pond,1981,372,2.54443E+61
4745,tt0047296,On the Waterfront,1954,185,7.7776E+112
5937,tt0087843,Once Upon a Time in America,1984,13,7.7778E+126
9051,tt1196956,One Chance,2013,,2.47778E+97
4748,tt0118531,One Eight Seven,1997,10,7.77778E+87
7890,tt0479968,One Missed Call,2008,32,7.433E+51
3040,tt1602613,Only God Forgives,2013,0,7.77778E+87
4758,tt0110737,Only You,1994,41,3.2001E+142
3042,tt0081283,Ordinary People,1980,177,5.4777E+254
1208,tt0054240,Orgy of the Dead,1965,,4.54534E+33
1211,tt1148204,Orphan,2009,48,1.04124E+84
6156,tt1204977,Ouija,2014,54,1.20031E+53
3047,tt0120780,Out of Sight,1998,69,6.6776E+254
9057,tt0114069,Outbreak,1995,135,7.76314E+81
7295,tt0804516,P2,2007,5,5E+70
6331,tt1663662,Pacific Rim,2013,109,7.40324E+89
7706,tt1980209,Pain & Gain,2013,53,7.77778E+88
7759,tt3332064,Pan,2015,36,4.4778E+100
4157,tt0457430,Pan's Labyrinth,2006,49,1.24226E+62
3055,tt1188729,Pandorum,2009,11,7.7778E+108
1215,tt0258000,Panic Room,2002,142,4.24433E+71
4765,tt0114084,Panther,1995,13,6.77778E+88
3059,tt2006810,Papadopoulos & Sons,2012,,6.66778E+97
7769,tt3622592,Paper Towns,2015,33,6.4678E+111
3060,tt1623288,ParaNorman,2012,61,4.32535E+83
3062,tt1233334,Pariah,2011,0,1.1003E+119
7210,tt0070518,Pat Garrett & Billy the Kid,1973,,7.77778E+25
3069,tt1092026,Paul,2011,41,7.7778E+163
5456,tt1596345,Pawn Sacrifice,2014,2,6.3542E+94
8533,tt3733778,Pay the Ghost,2015,,4.76655E+67
7499,tt0120784,Payback,1999,139,4.55235E+84
1219,tt0213149,Pearl Harbor,2001,305,7.77778E+85
1221,tt0054167,Peeping Tom,1960,,7.7777E+164
1220,tt0091738,Peggy Sue Got Married,1986,97,5.5342E+135
7765,tt1716777,People Like Us,2012,13,7.7778E+107
3076,tt0403407,Perfect Creature,2006,,5.77646E+63
3082,tt0098084,Pet Sematary,1989,126,2.22524E+80
1223,tt0105128,Pet Sematary II,1992,35,3.75378E+51
1225,tt0063426,Petulia,1968,,2.33335E+63
3087,tt0107818,Philadelphia,1993,162,5.4277E+147
7358,tt2431286,Philomena,2013,40,4.7777E+118
3089,tt0183649,Phone Booth,2002,69,7.7778E+179
3091,tt0138704,Pi,1998,5,4.4735E+137
3097,tt0910936,Pineapple Express,2008,105,7.7415E+161
8352,tt0449088,Pirates of the Caribbean: At World's End,2007,390,2.57678E+73
8351,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,561,7.7767E+109
8350,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440,6.36244E+97
3105,tt0134847,Pitch Black,2000,63,3.4445E+174
8655,tt1981677,Pitch Perfect,2012,71,3.2332E+107
6029,tt2120120,Pixels,2015,81,7.77773E+27
4791,tt0063442,Planet of the Apes,1968,172,4.77778E+90
3110,tt0091763,Platoon,1986,323,7.7778E+176
6128,tt0067588,Play Misty for Me,1971,,7.77578E+65
3113,tt0120789,Pleasantville,1998,75,3.4248E+233
5458,tt0878835,Please Give,2010,4,4.4E+151
8652,tt0114148,Pocahontas,1995,284,7.77778E+83
3116,tt0102685,Point Break,1991,89,7.00467E+63
8058,tt0107843,Point of No Return,1993,63,4.72325E+43
5523,tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back,1998,158,4.37741E+32
6052,tt1921064,Pompeii,2014,24,2.77737E+67
4812,tt0256276,Possession,2002,15,3.47777E+66
5344,tt0120791,Practical Magic,1998,86,2.103E+34
3124,tt0929632,Precious,2009,55,3.531E+184
1244,tt0093773,Predator,1987,132,7.77778E+30
7233,tt0100403,Predator 2,1990,63,7.67668E+40
7231,tt1424381,Predators,2010,57,7.65578E+44
1245,tt0100405,Pretty Woman,1990,366,7.7777E+117
3133,tt0414387,Pride & Prejudice,2005,52,1.2221E+134
3135,tt0822847,Priest,2011,31,7.33348E+72
8559,tt0117381,Primal Fear,1996,110,6.7633E+121
6846,tt0093777,Prince of Darkness,1987,31,7.73534E+41
7466,tt0473075,Prince of Persia: The Sands of Time,2010,100,7.77776E+89
9083,tt1392214,Prisoners,2013,65,4.53424E+68
8308,tt0081375,Private Benjamin,1980,225,3.52223E+92
6154,tt0081383,Prom Night,1980,,3.00023E+67
6649,tt1446714,Prometheus,2012,137,1.37555E+78
5460,tt2091473,Promised Land,2012,8,6.7778E+133
1251,tt0054215,Psycho,1960,545,7.77657E+74
8268,tt0086154,Psycho II,1983,88,7.55772E+84
4829,tt1152836,Public Enemies,2009,112,7.7778E+103
1257,tt0110912,Pulp Fiction,1994,224,6.7778E+130
1253,tt0272338,Punch-Drunk Love,2002,26,7.7644E+110
1256,tt0087957,Purple Rain,1984,,7.10135E+86
7682,tt0465580,Push,2009,36,7.7773E+55
3161,tt0239860,Quantum Project,2000,,4.77553E+17
3162,tt0238546,Queen of the Damned,2002,45,7.7657E+173
4838,tt0180073,Quills,2000,11,5.2478E+110
4840,tt0110932,Quiz Show,1994,51,7.77758E+84
4844,tt0935075,Rabbit Hole,2010,2,1.321E+107
7237,tt0076590,Rabid,1977,,6.74566E+54
3167,tt1084950,Rachel Getting Married,2008,15,3.2222E+164
3169,tt0081398,Raging Bull,1980,,7.7567E+180
1034,tt0082971,Raiders of the Lost Ark,1981,9,7.77778E+63
4851,tt0822849,Rails & Ties,2007,,2.64006E+95
6145,tt0093822,Raising Arizona,1987,50,6.67578E+71
3174,tt0102753,Rambling Rose,1991,12,6.7778E+211
1264,tt0089880,Rambo: First Blood Part II,1985,367,7.77778E+71
6466,tt1640548,Rampart,2011,1,3.34343E+74
8516,tt0117438,Ransom,1996,267,6.64757E+26
4853,tt0382932,Ratatouille,2007,260,7.77778E+98
8115,tt0129332,Ravenous,1999,3,7.77778E+34
1267,tt0089886,Real Genius,1985,31,7.4478E+131
3182,tt0047396,Rear Window,1954,30,7.7732E+226
4288,tt2304953,Reasonable Doubt,2014,,7.7776E+106
6313,tt0289765,Red Dragon,2002,139,7.77758E+39
8417,tt0095963,Red Heat,1988,74,7.77778E+79
8490,tt1748179,Red Lights,2012,,5.5331E+100
1269,tt0199753,Red Planet,2000,28,7.43578E+90
3189,tt1486185,Red Riding Hood,2011,41,4.2342E+102
8054,tt0105226,Red Rock West,1993,5,7.77778E+37
7647,tt1012804,Redbelt,2008,2,7.57557E+86
3190,tt0184858,Reindeer Games,2000,37,7.7778E+250
5461,tt3704050,Remember,2015,,4.35778E+80
3194,tt1403981,Remember Me,2010,21,5.2356E+117
4863,tt0294870,Rent,2005,39,7.7778E+119
1273,tt0087995,Repo Man,1984,,7.75577E+93
4866,tt0180093,Requiem for a Dream,2000,5,6.5671E+102
3202,tt0105236,Reservoir Dogs,1992,5,7.7778E+141
3204,tt0120804,Resident Evil,2002,59,3.3436E+118
6054,tt1855325,Resident Evil: Retribution,2012,46,4.422E+54
4871,tt0122459,Return to Me,2000,52,7.7203E+118
7426,tt0100485,Revenge,1990,32,7.77778E+64
3209,tt0959337,Revolutionary Road,2008,27,4.2444E+194
6731,tt0102789,Ricochet,1991,45,6.53777E+48
7252,tt1411250,Riddick,2013,44,6.47778E+48
3212,tt1446192,Rise of the Guardians,2012,112,7.7656E+124
3213,tt1318514,Rise of the Planet of the Apes,2011,194,4.32548E+72
7544,tt0086200,Risky Business,1983,175,7.7778E+99
3216,tt0120801,RKO 281,1999,,6.7777E+103
1283,tt0102798,Robin Hood: Prince of Thieves,1991,343,7.7778E+138
8199,tt1336608,Rock of Ages,2012,42,4.67773E+49
1285,tt1032755,RocknRolla,2008,6,7.7778E+111
1284,tt0075148,Rocky,1976,477,7.7775E+114
7878,tt0479143,Rocky Balboa,2006,93,7.75778E+93
7875,tt0079817,Rocky II,1979,,7.76765E+42
7876,tt0084602,Rocky III,1982,47,7.77778E+77
7877,tt0100507,Rocky V,1990,84,6.74778E+21
8446,tt0076637,Rolling Thunder,1977,,7.76676E+56
1286,tt1645131,Romeo & Juliet,2013,1,7.77775E+81
4888,tt0117509,Romeo + Juliet,1996,91,7.77767E+83
1287,tt0122690,Ronin,1998,77,5.77736E+92
5462,tt3170832,Room,2015,10,5.3343E+131
1292,tt0041827,Roughshod,1949,,4.3448E+114
8526,tt0128442,Rounders,1998,42,7.77454E+30
7545,tt2199571,Run All Night,2015,27,7.77778E+76
3242,tt0163187,Runaway Bride,1999,260,6.4435E+246
8210,tt2364841,Runner Runner,2013,20,6.5778E+107
6372,tt0091875,Running Scared,1986,90,7.7778E+101
3244,tt1979320,Rush,2013,28,7.74347E+91
3248,tt0120812,Rush Hour,1998,261,7.65648E+92
3250,tt0266915,Rush Hour 2,2001,347,6.7778E+196
1291,tt0128445,Rushmore,1998,31,7.7778E+116
3254,tt2053425,Rust and Bone,2012,2,7.7733E+113
1297,tt1231277,S. Darko,2009,,2.4423E+90
3345,tt0258153,S1m0ne,2002,14,4.4545E+238
7977,tt1742334,Sabotage,2014,11,5.4638E+114
7522,tt1599348,Safe House,2012,137,3.33678E+84
9111,tt1862079,Safety Not Guaranteed,2012,4,1.30443E+88
6058,tt0944835,Salt,2010,130,3.43448E+63
4906,tt0047443,Salt of the Earth,1954,,2.55106E+59
7930,tt2126355,San Andreas,2015,159,7.46778E+78
4912,tt0486569,Sasquatch Mountain,2006,,4.34567E+83
1295,tt0206275,Save the Last Dance,2001,139,1.4444E+99
3265,tt2140373,Saving Mr. Banks,2013,89,2.4333E+134
3270,tt0120815,Saving Private Ryan,1998,400,7.77778E+91
3271,tt0387564,Saw,2004,77,7.7778E+138
7344,tt0890870,Saw IV,2007,80,6.56767E+68
4914,tt0098258,Say Anything...,1989,45,1.31222E+93
6613,tt0081455,Scanners,1981,,7.77778E+48
1305,tt0086250,Scarface,1983,1,7.4578E+112
4918,tt0257106,Scary Movie 2,2001,109,4.3777E+124
9116,tt0108052,Schindler's List,1993,201,7.77778E+82
8216,tt0332379,School of Rock,2003,117,7.77668E+28
7058,tt0267913,Scooby-Doo,2002,229,4.25768E+83
3280,tt0446029,Scott Pilgrim vs. the World,2010,34,4.6547E+194
4920,tt0117571,Scream,1996,202,1.0024E+110
6992,tt0120082,Scream 2,1997,191,3.22241E+98
3285,tt0134084,Scream 3,2000,143,1.3454E+151
3288,tt0114369,Se7en,1995,200,7.7778E+235
4923,tt0098273,Sea of Love,1989,128,7.77667E+63
8613,tt0814343,Séance,2006,,1.00132E+94
6576,tt0108065,Searching for Bobby Fischer,1993,15,7.77545E+73
6083,tt0479997,Season of the Witch,2011,27,7.77778E+79
7362,tt2837296,Second Coming,2014,,3.2445E+155
4928,tt1028576,Secretariat,2010,65,2.21214E+77
6962,tt1307068,Seeking a Friend for the End of the World,2012,7,7.7537E+107
7132,tt0081480,Seems Like Old Times,1980,,7.66773E+44
8094,tt2140379,Self/less,2015,12,7.77778E+85
7709,tt1020072,Selma,2014,55,3.44455E+92
1307,tt0839980,Semi-Pro,2008,40,7.5578E+107
3293,tt0114388,Sense and Sensibility,1995,85,3.5231E+254
7808,tt0240890,Serendipity,2001,76,5.44644E+94
3294,tt0379786,Serenity,2005,34,1.4578E+221
1310,tt0111127,Serial Mom,1994,16,2.45002E+37
7454,tt0070666,Serpico,1973,,7.77776E+62
4938,tt0221928,Seven Days to Live,2000,,7.64575E+72
7973,tt1931533,Seven Psychopaths,2012,16,7.7778E+129
8431,tt0047478,Seven Samurai,1954,,5.77778E+94
3300,tt1000774,Sex and the City,2008,185,2.2121E+252
3301,tt0098724,"Sex, Lies, and Videotape",1989,54,4.0252E+253
3302,tt0376874,Sexual Life,2005,,1.3324E+235
9121,tt0189998,Shadow of the Vampire,2000,13,7.73466E+95
3306,tt0138097,Shakespeare in Love,1998,185,7.7778E+222
3310,tt0111149,Shallow Grave,1994,5,6.6755E+161
3313,tt1723811,Shame,2011,4,6.5777E+100
3314,tt0073692,Shampoo,1975,,2.5634E+254
7906,tt1633356,Shark Night 3D,2011,20,3.77775E+86
9123,tt0365748,Shaun of the Dead,2004,18,3.4354E+186
7526,tt0041866,She Wore a Yellow Ribbon,1949,,7.77745E+47
1320,tt0815236,She's Out of My League,2010,34,7.7656E+125
7657,tt0988045,Sherlock Holmes,2009,242,7.77776E+93
3323,tt1104126,Shifty,2008,,7.77773E+98
1324,tt0073705,Shivers,1975,,7.47778E+34
4948,tt0084675,Shoot the Moon,1982,,3.0121E+111
7126,tt0338427,Shopgirl,2005,13,4.52E+112
4949,tt2370248,Short Term 12,2013,1,6.43735E+64
4107,tt0263265,Shortcut to Happiness,2003,,4.45637E+73
7014,tt0114436,Showgirls,1995,40,5.6557E+124
3331,tt0126029,Shrek,2001,411,4.7778E+187
8649,tt0298148,Shrek 2,2004,610,7.42547E+11
3332,tt0413267,Shrek the Third,2007,405,7.7676E+107
7740,tt3397884,Sicario,2015,48,4.1443E+101
3333,tt0375063,Sideways,2004,100,7.6258E+254
1325,tt0286106,Signs,2002,341,6.74643E+76
8215,tt0384537,Silent Hill,2006,62,2.10001E+39
1329,tt0090021,Silver Bullet,1985,,5.63245E+52
4959,tt0075223,Silver Streak,1976,,7.77754E+82
4960,tt0090022,Silverado,1985,81,7.77778E+95
7830,tt1127715,Sin Nombre,2009,2,7.24343E+66
3347,tt0105414,Single White Female,1992,100,4.32553E+98
8471,tt1922777,Sinister,2012,52,5.54436E+92
1333,tt0105417,Sister Act,1992,293,7.53168E+78
3350,tt0108149,Six Degrees of Separation,1993,13,3.4434E+159
6280,tt0088128,Sixteen Candles,1984,53,3.7413E+103
4968,tt0301848,Slash,2002,,3.44606E+95
7557,tt1588398,Sleeping Beauty,2011,,5.3341E+43
5525,tt0053285,Sleeping Beauty,1959,880,3.021E+58
3357,tt0108160,Sleepless in Seattle,1993,266,2.5342E+120
3358,tt0162661,Sleepy Hollow,1999,172,7.7777E+187
3361,tt0117666,Sling Blade,1996,48,2.3436E+233
3364,tt0439815,Slither,2006,10,2.653E+125
5467,tt3205376,Slow West,2015,,7.77568E+33
3365,tt1010048,Slumdog Millionaire,2008,170,7.7778E+246
5468,tt2063781,Smashed,2012,,3.3344E+120
4976,tt0114478,Smoke,1995,16,7.7778E+119
4978,tt0076729,Smokey and the Bandit,1977,495,7.75674E+53
1340,tt0475394,Smokin' Aces,2006,47,7.7778E+100
6446,tt0120832,Snake Eyes,1998,103,7.04778E+88
1339,tt0208092,Snatch.,2000,48,7.7778E+136
9135,tt0105435,Sneakers,1992,107,7.7778E+132
8169,tt0453548,Snow Angels,2007,0,7.23242E+98
1343,tt0120834,Snow Falling on Cedars,1999,24,7.6756E+125
3378,tt1735898,Snow White and the Huntsman,2012,169,6.27111E+98
7406,tt1706620,Snowpiercer,2013,4,7.77776E+96
1342,tt0108174,So I Married an Axe Murderer,1993,24,6.4358E+106
4988,tt0307479,Solaris,2002,22,7.77765E+83
3387,tt0120157,Soldier,1998,27,6.7778E+117
8177,tt0970452,Solomon Kane,2009,,7.77778E+89
4990,tt0053291,Some Like It Hot,1959,426,7.7778E+167
3390,tt0094008,Someone to Watch Over Me,1987,22,7.5334E+197
4995,tt0086336,Something Wicked This Way Comes,1983,,4.77776E+51
7593,tt0091983,Something Wild,1986,19,7.77778E+50
1346,tt0337741,Something's Gotta Give,2003,180,7.3343E+152
4998,tt0081534,Somewhere in Time,1980,,6.44158E+80
5499,tt3808342,Son of Saul,2015,0,7.77778E+46
7901,tt1232783,Sorority Row,2009,13,1.42003E+95
5003,tt0069303,Sounder,1972,,7.77756E+83
3394,tt0945513,Source Code,2011,60,5.4775E+117
1348,tt0158983,South Park: Bigger Longer & Uncut,1999,89,7.67556E+56
8634,tt0405336,Southland Tales,2006,,3.1E+105
7836,tt1798684,Southpaw,2015,54,7.7774E+113
5005,tt0186566,Space Cowboys,2000,146,7.7777E+106
8127,tt0117705,Space Jam,1996,177,7.77758E+58
5350,tt0094012,Spaceballs,1987,84,7.7763E+112
5006,tt0120174,Spacejacked,1997,,1.45456E+92
1349,tt0371246,Spanglish,2004,58,1.3217E+117
1347,tt0108200,Spare Me,1993,,7.77778E+85
6056,tt1876451,Sparkle,2012,26,2.473E+113
1350,tt0360009,Spartan,2004,6,7.7778E+112
6726,tt0120177,Spawn,1997,104,6.57347E+66
1351,tt0811080,Speed Racer,2008,53,1.7778E+146
3407,tt0120184,Sphere,1998,68,7.7778E+254
6679,tt0316654,Spider-Man 2,2004,522,7.77778E+76
7474,tt1031280,Splinter,2008,,4.36435E+54
8089,tt1895587,Spotlight,2015,35,7.7778E+178
5471,tt2101441,Spring Breakers,2012,15,3.03565E+18
7523,tt0266987,Spy Game,2001,,7.77758E+81
3413,tt0090060,St. Elmo's Fire,1985,92,3.1362E+106
5472,tt2170593,St. Vincent,2014,46,4.4565E+106
5022,tt0046359,Stalag 17,1953,,7.77778E+97
5023,tt0092005,Stand by Me,1986,122,7.77778E+96
1361,tt0796366,Star Trek,2009,299,7.43457E+67
7311,tt0084726,Star Trek II: The Wrath of Khan,1982,42,2.1311E+119
5028,tt0088170,Star Trek III: The Search for Spock,1984,197,5.5368E+99
5029,tt0092007,Star Trek IV: The Voyage Home,1986,257,7.7578E+107
5030,tt0098382,Star Trek V: The Final Frontier,1989,120,7.77534E+82
5033,tt0102975,Star Trek VI: The Undiscovered Country,1991,154,7.77778E+94
5036,tt0117731,Star Trek: First Contact,1996,181,6.76778E+91
5035,tt0111280,Star Trek: Generations,1994,157,7.7756E+101
5037,tt0120844,Star Trek: Insurrection,1998,130,6.4754E+99
5038,tt0253754,Star Trek: Nemesis,2002,64,6.7756E+100
5025,tt0079945,Star Trek: The Motion Picture,1979,285,6.37777E+96
3437,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,813,6.6578E+140
1360,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,465,7.77778E+93
3427,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,515,7.7778E+150
1362,tt0076759,Star Wars: Episode IV - A New Hope,1977,1798,7.7776E+130
3433,tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,937,7.7644E+113
1359,tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,853,7.77777E+75
8099,tt2488496,Star Wars: Episode VII - The Force Awakens,2015,927,7.72446E+86
1371,tt0088172,Starman,1984,74,7.7778E+111
7355,tt2567712,Starred Up,2013,,7.7778E+130
1366,tt0120201,Starship Troopers,1997,103,7.7666E+136
1367,tt0120202,State and Main,2000,11,6.3578E+135
1369,tt0040835,Station West,1948,,7.7745E+157
5050,tt0371257,Stay,2005,4,3.7778E+103
3447,tt0120686,Stepmom,1998,168,6.2432E+199
5473,tt2080374,Steve Jobs,2015,18,4.6755E+254
6911,tt3316960,Still Alice,2014,19,5.363E+116
1373,tt0164181,Stir of Echoes,1999,36,5.57751E+88
8053,tt1656186,Stolen,2012,,7.77778E+45
5055,tt1423995,Stone,2010,1,2.35424E+89
3455,tt0250081,Storytelling,2001,1,4.3324E+136
7756,tt1398426,Straight Outta Compton,2015,166,7.77778E+85
3457,tt0114558,Strange Days,1995,15,7.7775E+204
7942,tt0420223,Stranger Than Fiction,2006,53,1.1325E+103
5063,tt0111300,Stranglehold,1994,,3.33455E+57
9156,tt0999913,Straw Dogs,2011,11,5.4456E+114
6385,tt0891592,Street Fighter: The Legend of Chun-Li,2009,10,4.04575E+59
6512,tt0421073,Street Kings,2008,31,7.6638E+121
7752,tt0164912,Stuart Little,1999,239,2.35147E+96
5066,tt0243585,Stuart Little 2,2002,96,5.3545E+100
5068,tt0120238,SubUrbia,1996,0,3.5778E+160
5476,tt3077214,Suffragette,2015,4,4.3243E+83
3462,tt0990413,Sugar,2008,1,7.7778E+218
3463,tt0186589,Sugar & Spice,2001,20,6.21E+152
7850,tt0034240,Sullivan's Travels,1941,,7.77778E+30
